name	search_text	ric	boost
Starbucks Corp	SBUX Starbucks Starbucks Corp	SBUX.OQ	10.0529553
American Express Co	AXP American American Express American Express Co AMEX	AXP.N	10.03801234
Texas Instruments Inc	TXN Texas Texas Instruments Texas Instruments Inc TI	TXN.OQ	9.919687966
Danaher Corp	DHR Danaher Danaher Corp	DHR.N	9.849428775
Nextera Energy Inc	NEE Nextera Nextera Energy Nextera Energy Inc	NEE.N	9.766137321
Lockheed Martin Corp	LMT Lockheed Lockheed Martin Lockheed Martin Corp	LMT.N	9.747188585
3M Co	MMM 3M 3M Co	MMM.N	9.467017313
Altria Group Inc	MO Altria Altria Group Altria Group Inc	MO.N	9.375427349
American Tower Corp	AMT American American Tower American Tower Corp	AMT.N	9.199419541000001
General Electric Co	GE General General Electric General Electric Co	GE.N	8.79006102
Charter Communications Inc	CHTR Charter Charter Communications Charter Communications Inc	CHTR.OQ	8.690856477
NVIDIA Corp	NVDA NVIDIA NVIDIA Corp	NVDA.OQ	8.678911042000001
United Parcel Service Inc	UPS United United Parcel United Parcel Service United Parcel Service Inc	UPS.N	8.618240131
Gilead Sciences Inc	GILD Gilead Gilead Sciences Gilead Sciences Inc	GILD.OQ	8.313826297
U.S. Bancorp	USB U.S. U.S. Bancorp US Bancorp	USB.N	8.254113503
Qualcomm Inc	QCOM Qualcomm Qualcomm Inc	QCOM.OQ	8.231305395
Mondelez International Inc	MDLZ Mondelez Mondelez International Mondelez International Inc	MDLZ.OQ	7.812872776
Lowe's Companies Inc	LOW Lowe's Lowe's Companies Lowe's Companies Inc	LOW.N	7.685375624
Bristol-Myers Squibb Co	BMY Bristol-Myers Bristol-Myers Squibb Bristol-Myers Squibb Co Bristol Myers	BMY.N	7.664989564
Booking Holdings Inc	BKNG Booking Booking Holdings Booking Holdings Inc	BKNG.OQ	7.573232443999999
Anthem Inc	ANTM Anthem Anthem Inc	ANTM.N	7.230285697999999
Uber Technologies Inc	UBER Uber Uber Technologies Uber Technologies Inc	UBER.N	7.221976476
Stryker Corp	SYK Stryker Stryker Corp	SYK.N	7.1993064129999995
Caterpillar Inc	CAT Caterpillar Caterpillar Inc	CAT.N	7.168867897
Automatic Data Processing Inc	ADP Automatic Automatic Data Automatic Data Processing Automatic Data Processing Inc	ADP.OQ	7.0987118229999995
Morgan Stanley	MS Morgan Morgan Stanley	MS.N	7.097293147999999
CME Group Inc	CME CME CME Group CME Group Inc	CME.OQ	6.951765426000001
CVS Health Corp	CVS CVS CVS Health CVS Health Corp	CVS.N	6.933592416000001
Goldman Sachs Group Inc	GS Goldman Goldman Sachs Goldman Sachs Group Goldman Sachs Group Inc	GS.N	6.90845215
BlackRock Inc	BLK BlackRock BlackRock Inc	BLK.N	6.8049911729999994
VMware Inc	VMW VMware VMware Inc	VMW.N	6.785220129
Chubb Ltd	CB Chubb Chubb Ltd	CB.N	6.778690387
Celgene Corp	CELG Celgene Celgene Corp	CELG.OQ	6.706266593
ConocoPhillips	COP ConocoPhillips	COP.N	6.54983873
Intuit Inc	INTU Intuit Intuit Inc	INTU.OQ	6.49117251
TJX Companies Inc	TJX TJX TJX Companies TJX Companies Inc	TJX.N	6.373152307000001
Estee Lauder Companies Inc	EL Estee Estee Lauder Estee Lauder Companies Estee Lauder Companies Inc	EL.N	6.306580202
T-Mobile US Inc	TMUS T-Mobile T-Mobile US T-Mobile US Inc Tmobile	TMUS.OQ	6.304538278
Duke Energy Corp	DUK Duke Duke Energy Duke Energy Corp	DUK.N	6.303177604
Becton Dickinson and Co	BDX Becton Becton Dickinson Becton Dickinson and Becton Dickinson and Co	BDX.N	6.207644425
Colgate-Palmolive Co	CL Colgate-Palmolive Colgate-Palmolive Co Colgate Palmolive	CL.N	6.204510072000001
CSX Corp	CSX CSX CSX Corp	CSX.OQ	6.152397752000001
Dominion Energy Inc	D Dominion Dominion Energy Dominion Energy Inc	D.N	6.0603815
PNC Financial Services Group Inc	PNC PNC PNC Financial PNC Financial Services PNC Financial Services Group PNC Financial Services Group Inc	PNC.N	6.014040887
Cigna Corp	CI Cigna Cigna Corp	CI.N	5.9225050260000005
Southern Co	SO Southern Southern Co	SO.N	5.7040262639999995
Intuitive Surgical Inc	ISRG Intuitive Intuitive Surgical Intuitive Surgical Inc	ISRG.OQ	5.648103677000001
Ecolab Inc	ECL Ecolab Ecolab Inc	ECL.N	5.647890829
DuPont de Nemours Inc	DD DuPont DuPont de DuPont de Nemours DuPont de Nemours Inc	DD.N	5.539203027999999
Boston Scientific Corp	BSX Boston Boston Scientific Boston Scientific Corp	BSX.N	5.538274317999999
Crown Castle International Corp	CCI Crown Crown Castle Crown Castle International Crown Castle International Corp	CCI.N	5.460662826
S&P Global Inc	SPGI S&P S&P Global S&P Global Inc Standard & Poors	SPGI.N	5.455531092
Charles Schwab Corp	SCHW Charles Charles Schwab Charles Schwab Corp	SCHW.N	5.394281705
Zoetis Inc	ZTS Zoetis Zoetis Inc	ZTS.N	5.224969651
Northrop Grumman Corp	NOC Northrop Northrop Grumman Northrop Grumman Corp	NOC.N	5.176769325
Simon Property Group Inc	SPG Simon Simon Property Simon Property Group Simon Property Group Inc	SPG.N	5.143816834
Norfolk Southern Corp	NSC Norfolk Norfolk Southern Norfolk Southern Corp	NSC.N	5.103199131
General Motors Co	GM General General Motors General Motors Co	GM.N	4.9835337730000004
Illumina Inc	ILMN Illumina Illumina Inc	ILMN.OQ	4.982362343
ServiceNow Inc	NOW ServiceNow ServiceNow Inc	NOW.N	4.976332312
Prologis Inc	PLD Prologis Prologis Inc	PLD.N	4.969574229
Marsh & McLennan Companies Inc	MMC Marsh Marsh & Marsh & McLennan Marsh & McLennan Companies Marsh & McLennan Companies Inc	MMC.N	4.946475822
Schlumberger NV	SLB Schlumberger Schlumberger NV	SLB.N	4.903485111
Raytheon Co	RTN Raytheon Raytheon Co	RTN.N	4.890447754
General Dynamics Corp	GD General General Dynamics General Dynamics Corp	GD.N	4.874112451
EOG Resources Inc	EOG EOG EOG Resources EOG Resources Inc	EOG.N	4.869867784
Exelon Corp	EXC Exelon Exelon Corp	EXC.N	4.859843587
Waste Management Inc	WM Waste Waste Management Waste Management Inc	WM.N	4.794374113
Illinois Tool Works Inc	ITW Illinois Illinois Tool Illinois Tool Works Illinois Tool Works Inc	ITW.N	4.78420095
Air Products and Chemicals Inc	APD Air Air Products Air Products and Air Products and Chemicals Air Products and Chemicals Inc	APD.N	4.755360208
Walgreens Boots Alliance Inc	WBA Walgreens Walgreens Boots Walgreens Boots Alliance Walgreens Boots Alliance Inc	WBA.OQ	4.735717009
Deere & Co	DE Deere Deere & Deere & Co	DE.N	4.732100677
Intercontinental Exchange Inc	ICE Intercontinental Intercontinental Exchange Intercontinental Exchange Inc	ICE.N	4.718411413
Progressive Corp	PGR Progressive Progressive Corp	PGR.N	4.715891135
Kimberly-Clark Corp	KMB Kimberly-Clark Kimberly-Clark Corp Kimberly Clark	KMB.N	4.662681172
Workday Inc	WDAY Workday Workday Inc	WDAY.OQ	4.631602773
Kinder Morgan Inc	KMI Kinder Kinder Morgan Kinder Morgan Inc	KMI.N	4.579051403
MetLife Inc	MET MetLife MetLife Inc	MET.N	4.570468905
American International Group Inc	AIG American American International American International Group American International Group Inc	AIG.N	4.568403344
Aon PLC	AON Aon Aon PLC	AON.N	4.520651633
Target Corp	TGT Target Target Corp	TGT.N	4.4315755910000005
American Electric Power Company Inc	AEP American American Electric American Electric Power American Electric Power Company American Electric Power Company Inc	AEP.N	4.4037460369999994
Marriott International Inc	MAR Marriott Marriott International Marriott International Inc	MAR.OQ	4.385868828
Las Vegas Sands Corp	LVS Las Las Vegas Las Vegas Sands Las Vegas Sands Corp	LVS.N	4.361462766
Biogen Inc	BIIB Biogen Biogen Inc	BIIB.OQ	4.349390066000001
Sherwin-Williams Co	SHW Sherwin-Williams Sherwin-Williams Co Sherwin Williams	SHW.N	4.30819152
Vertex Pharmaceuticals Inc	VRTX Vertex Vertex Pharmaceuticals Vertex Pharmaceuticals Inc	VRTX.OQ	4.295521693
HCA Healthcare Inc	HCA HCA HCA Healthcare HCA Healthcare Inc	HCA.N	4.270831388
FedEx Corp	FDX FedEx FedEx Corp	FDX.N	4.22463816
Equinix Inc	EQIX Equinix Equinix Inc	EQIX.OQ	4.223794845
Bank of New York Mellon Corp	BK Bank Bank of Bank of New Bank of New York Bank of New York Mellon Bank of New York Mellon Corp	BK.N	4.197285894
Capital One Financial Corp	COF Capital Capital One Capital One Financial Capital One Financial Corp	COF.N	4.190528158
Public Storage	PSA Public Public Storage	PSA.N	4.183786142
Aflac Inc	AFL Aflac Aflac Inc	AFL.N	4.0426636910000004
Prudential Financial Inc	PRU Prudential Prudential Financial Prudential Financial Inc	PRU.N	3.9694337330000002
Keurig Dr Pepper Inc	KDP Keurig Keurig Dr Keurig Dr Pepper Keurig Dr Pepper Inc	KDP.N	3.9680675389999998
Ford Motor Co	F Ford Ford Motor Ford Motor Co	F.N	3.922956917
Baxter International Inc	BAX Baxter Baxter International Baxter International Inc	BAX.N	3.9172187010000004
Travelers Companies Inc	TRV Travelers Travelers Companies Travelers Companies Inc	TRV.N	3.8736311860000003
Fidelity National Information Services Inc	FIS Fidelity Fidelity National Fidelity National Information Fidelity National Information Services Fidelity National Information Services Inc	FIS.N	3.8735218060000003
Phillips 66	PSX Phillips Phillips 66	PSX.N	3.82480101
Emerson Electric Co	EMR Emerson Emerson Electric Emerson Electric Co	EMR.N	3.803693788
Applied Materials Inc	AMAT Applied Applied Materials Applied Materials Inc	AMAT.OQ	3.8027466989999996
Edwards Lifesciences Corp	EW Edwards Edwards Lifesciences Edwards Lifesciences Corp	EW.N	3.778518042
BB&T Corp	BBT BB&T BB&T Corp	BBT.N	3.7777549789999996
Worldpay Inc	WP Worldpay Worldpay Inc	WP.N	3.7765396489999996
Analog Devices Inc	ADI Analog Analog Devices Analog Devices Inc	ADI.OQ	3.774808967
Dow Inc	DOW Dow Dow Inc	DOW.N	3.773853349
Allergan plc	AGN Allergan Allergan plc	AGN.N	3.743944281
Tesla Inc	TSLA Tesla Tesla Inc	TSLA.OQ	3.743182348
Roper Technologies Inc	ROP Roper Roper Technologies Roper Technologies Inc	ROP.N	3.7305163039999996
Sempra Energy	SRE Sempra Sempra Energy	SRE.N	3.7246710739999997
Sysco Corp	SYY Sysco Sysco Corp	SYY.N	3.658808423
Kraft Heinz Co	KHC Kraft Kraft Heinz Kraft Heinz Co	KHC.OQ	3.643204194
Occidental Petroleum Corp	OXY Occidental Occidental Petroleum Occidental Petroleum Corp	OXY.N	3.6335003789999996
Dell Technologies Inc	DELL Dell Dell Technologies Dell Technologies Inc	DELL.N	3.633315464
Ross Stores Inc	ROST Ross Ross Stores Ross Stores Inc	ROST.OQ	3.628126497
Delta Air Lines Inc	DAL Delta Delta Air Delta Air Lines Delta Air Lines Inc	DAL.N	3.611409164
Moody's Corp	MCO Moody's Moody's Corp	MCO.N	3.592337637
Carnival Corp	CCL Carnival Carnival Corp	CCL.N	3.5770514139999996
Micron Technology Inc	MU Micron Micron Technology Micron Technology Inc	MU.OQ	3.561234109
Johnson Controls International PLC	JCI Johnson Johnson Controls Johnson Controls International Johnson Controls International PLC	JCI.N	3.534971245
Constellation Brands Inc	STZ Constellation Constellation Brands Constellation Brands Inc	STZ.N	3.515274862
Cognizant Technology Solutions Corp	CTSH Cognizant Cognizant Technology Cognizant Technology Solutions Cognizant Technology Solutions Corp	CTSH.OQ	3.457405595
Anadarko Petroleum Corp	APC Anadarko Anadarko Petroleum Anadarko Petroleum Corp	APC.N	3.454681752
Dollar General Corp	DG Dollar Dollar General Dollar General Corp	DG.N	3.453584818
Fiserv Inc	FISV Fiserv Fiserv Inc	FISV.OQ	3.449033982
Activision Blizzard Inc	ATVI Activision Activision Blizzard Activision Blizzard Inc	ATVI.OQ	3.4430822
Autodesk Inc	ADSK Autodesk Autodesk Inc	ADSK.OQ	3.422372237
VF Corp	VFC VF VF Corp	VFC.N	3.41458248
Altaba Inc	AABA Altaba Altaba Inc Yahoo	AABA.OQ	3.377278661
Shopify Inc	SHOP Shopify Shopify Inc	SHOP.N	3.35443188
Allstate Corp	ALL Allstate Allstate Corp	ALL.N	3.352269443
Humana Inc	HUM Humana Humana Inc	HUM.N	3.35052917
eBay Inc	EBAY eBay eBay Inc	EBAY.OQ	3.3411948860000003
Yum! Brands Inc	YUM Yum! Yum! Brands Yum! Brands Inc	YUM.N	3.309850876
Monster Beverage Corp	MNST Monster Monster Beverage Monster Beverage Corp	MNST.OQ	3.28467894
Welltower Inc	WELL Welltower Welltower Inc	WELL.N	3.282805783
Eaton Corporation PLC	ETN Eaton Eaton Corporation Eaton Corporation PLC	ETN.N	3.26702459
Red Hat Inc	RHT Red Red Hat Red Hat Inc	RHT.N	3.2435769339999996
Regeneron Pharmaceuticals Inc	REGN Regeneron Regeneron Pharmaceuticals Regeneron Pharmaceuticals Inc	REGN.OQ	3.2398673330000003
Advanced Micro Devices Inc	AMD Advanced Advanced Micro Advanced Micro Devices Advanced Micro Devices Inc	AMD.OQ	3.235402132
Williams Companies Inc	WMB Williams Williams Companies Williams Companies Inc	WMB.N	3.222424067
LyondellBasell Industries NV	LYB LyondellBasell LyondellBasell Industries LyondellBasell Industries NV	LYB.N	3.156176491
Valero Energy Corp	VLO Valero Valero Energy Valero Energy Corp	VLO.N	3.155599977
General Mills Inc	GIS General General Mills General Mills Inc	GIS.N	3.151063404
Marathon Petroleum Corp	MPC Marathon Marathon Petroleum Marathon Petroleum Corp	MPC.N	3.131136029
Atlassian Corporation PLC	TEAM Atlassian Atlassian Corporation Atlassian Corporation PLC	TEAM.OQ	3.085542996
Paychex Inc	PAYX Paychex Paychex Inc	PAYX.OQ	3.06935947
Xcel Energy Inc	XEL Xcel Xcel Energy Xcel Energy Inc	XEL.OQ	3.0441035480000003
Public Service Enterprise Group Inc	PEG Public Public Service Public Service Enterprise Public Service Enterprise Group Public Service Enterprise Group Inc	PEG.N	3.035749359
TE Connectivity Ltd	TEL TE TE Connectivity TE Connectivity Ltd	TEL.N	3.009071997
Mercadolibre Inc	MELI Mercadolibre Mercadolibre Inc	MELI.OQ	2.993299803
O'Reilly Automotive Inc	ORLY O'Reilly O'Reilly Automotive O'Reilly Automotive Inc Oreilly	ORLY.OQ	2.992120877
Square Inc	SQ Square Square Inc	SQ.N	2.983446126
Ingersoll-Rand PLC	IR Ingersoll-Rand Ingersoll-Rand PLC Ingersoll Rand	IR.N	2.962500315
HP Inc	HPQ HP HP Inc	HPQ.N	2.9548802419999998
Tyson Foods Inc	TSN Tyson Tyson Foods Tyson Foods Inc	TSN.N	2.9442079160000003
NXP Semiconductors NV	NXPI NXP NXP Semiconductors NXP Semiconductors NV	NXPI.OQ	2.943600928
Newmont Goldcorp Corp	NEM Newmont Newmont Goldcorp Newmont Goldcorp Corp	NEM.N	2.901592683
AvalonBay Communities Inc	AVB AvalonBay AvalonBay Communities AvalonBay Communities Inc	AVB.N	2.8581414080000003
Equity Residential	EQR Equity Equity Residential	EQR.N	2.857125715
Consolidated Edison Inc	ED Consolidated Consolidated Edison Consolidated Edison Inc	ED.N	2.853527117
Hershey Co	HSY Hershey Hershey Co	HSY.N	2.845600881
SunTrust Banks Inc	STI SunTrust SunTrust Banks SunTrust Banks Inc	STI.N	2.823596133
Sprint Corp	S Sprint Sprint Corp	S.N	2.817506841
Southern Copper Corp	SCCO Southern Southern Copper Southern Copper Corp	SCCO.N	2.817398893
Amphenol Corp	APH Amphenol Amphenol Corp	APH.N	2.7755774460000002
Southwest Airlines Co	LUV Southwest Southwest Airlines Southwest Airlines Co	LUV.N	2.772736862
Republic Services Inc	RSG Republic Republic Services Republic Services Inc	RSG.N	2.75629776
TD Ameritrade Holding Corp	AMTD TD TD Ameritrade TD Ameritrade Holding TD Ameritrade Holding Corp	AMTD.OQ	2.754146425
IQVIA Holdings Inc	IQV IQVIA IQVIA Holdings IQVIA Holdings Inc	IQV.N	2.7459854
Twitter Inc	TWTR Twitter Twitter Inc	TWTR.N	2.737700282
Electronic Arts Inc	EA Electronic Electronic Arts Electronic Arts Inc	EA.OQ	2.715926705
PPG Industries Inc	PPG PPG PPG Industries PPG Industries Inc	PPG.N	2.711258548
Autozone Inc	AZO Autozone Autozone Inc	AZO.N	2.706460929
Zoom Video Communications Inc	ZM Zoom Zoom Video Zoom Video Communications Zoom Video Communications Inc	ZM.OQ	2.692203878
Hilton Worldwide Holdings Inc	HLT Hilton Hilton Worldwide Hilton Worldwide Holdings Hilton Worldwide Holdings Inc	HLT.N	2.679081095
Xilinx Inc	XLNX Xilinx Xilinx Inc	XLNX.OQ	2.637420955
Brown-Forman Corp	BF.B Brown-Forman Brown-Forman Corp Brown forman	BFb.N	2.626141815
Coca-Cola European Partners PLC	CCEP Coca-Cola Coca-Cola European Coca-Cola European Partners Coca-Cola European Partners PLC Coca Cola	CCEP.N	2.621589577
ONEOK Inc	OKE ONEOK ONEOK Inc	OKE.N	2.621461324
WEC Energy Group Inc	WEC WEC WEC Energy WEC Energy Group WEC Energy Group Inc	WEC.N	2.620313045
Lam Research Corp	LRCX Lam Lam Research Lam Research Corp	LRCX.OQ	2.611681895
Alexion Pharmaceuticals Inc	ALXN Alexion Alexion Pharmaceuticals Alexion Pharmaceuticals Inc	ALXN.OQ	2.605502647
Motorola Solutions Inc	MSI Motorola Motorola Solutions Motorola Solutions Inc	MSI.N	2.603451916
Dollar Tree Inc	DLTR Dollar Dollar Tree Dollar Tree Inc	DLTR.OQ	2.582155632
Spotify Technology SA	SPOT Spotify Spotify Technology Spotify Technology SA	SPOT.N	2.573823811
Royal Caribbean Cruises Ltd	RCL Royal Royal Caribbean Royal Caribbean Cruises Royal Caribbean Cruises Ltd	RCL.N	2.564051531
Fortive Corp	FTV Fortive Fortive Corp	FTV.N	2.5531785680000003
Cummins Inc	CMI Cummins Cummins Inc	CMI.N	2.5426801340000003
SBA Communications Corp	SBAC SBA SBA Communications SBA Communications Corp	SBAC.OQ	2.527378358
Sirius XM Holdings Inc	SIRI Sirius Sirius XM Sirius XM Holdings Sirius XM Holdings Inc	SIRI.OQ	2.523942034
McKesson Corp	MCK McKesson McKesson Corp	MCK.N	2.49173115
TransDigm Group Inc	TDG TransDigm TransDigm Group TransDigm Group Inc	TDG.N	2.477648762
First Data Corp	FDC First First Data First Data Corp	FDC.N	2.470564686
Discover Financial Services	DFS Discover Discover Financial Discover Financial Services	DFS.N	2.4703722530000003
T. Rowe Price Group Inc	TROW T. T. Rowe T. Rowe Price T. Rowe Price Group T. Rowe Price Group Inc T Rowe Price	TROW.OQ	2.468342948
Eversource Energy	ES Eversource Eversource Energy	ES.N	2.466901448
Global Payments Inc	GPN Global Global Payments Global Payments Inc	GPN.N	2.459468189
Digital Realty Trust Inc	DLR Digital Digital Realty Digital Realty Trust Digital Realty Trust Inc	DLR.N	2.457678085
Ventas Inc	VTR Ventas Ventas Inc	VTR.N	2.440743887
Cintas Corp	CTAS Cintas Cintas Corp	CTAS.OQ	2.435356761
Willis Towers Watson PLC	WLTW Willis Willis Towers Willis Towers Watson Willis Towers Watson PLC	WLTW.OQ	2.423543865
Align Technology Inc	ALGN Align Align Technology Align Technology Inc	ALGN.OQ	2.40974736
Verisign Inc	VRSN Verisign Verisign Inc	VRSN.OQ	2.4096419140000003
Paccar Inc	PCAR Paccar Paccar Inc	PCAR.OQ	2.390088038
Corning Inc	GLW Corning Corning Inc	GLW.N	2.389968638
Veeva Systems Inc	VEEV Veeva Veeva Systems Veeva Systems Inc	VEEV.N	2.388745276
Zimmer Biomet Holdings Inc	ZBH Zimmer Zimmer Biomet Zimmer Biomet Holdings Zimmer Biomet Holdings Inc	ZBH.N	2.369948254
Verisk Analytics Inc	VRSK Verisk Verisk Analytics Verisk Analytics Inc	VRSK.OQ	2.35160271
Pioneer Natural Resources Co	PXD Pioneer Pioneer Natural Pioneer Natural Resources Pioneer Natural Resources Co	PXD.N	2.3494420419999997
DTE Energy Co	DTE DTE DTE Energy DTE Energy Co	DTE.N	2.338397574
IHS Markit Ltd	INFO IHS IHS Markit IHS Markit Ltd	INFO.OQ	2.3364007559999997
Cerner Corp	CERN Cerner Cerner Corp	CERN.OQ	2.315912681
Fleetcor Technologies Inc	FLT Fleetcor Fleetcor Technologies Fleetcor Technologies Inc	FLT.N	2.315554376
Synchrony Financial	SYF Synchrony Synchrony Financial	SYF.N	2.305780279
FirstEnergy Corp	FE FirstEnergy FirstEnergy Corp	FE.N	2.3023541240000003
Realty Income Corp	O Realty Realty Income Realty Income Corp	O.N	2.272707993
IDEXX Laboratories Inc	IDXX IDEXX IDEXX Laboratories IDEXX Laboratories Inc	IDXX.OQ	2.268836585
Lululemon Athletica Inc	LULU Lululemon Lululemon Athletica Lululemon Athletica Inc	LULU.OQ	2.268211859
Baker Hughes A GE Co	BHGE Baker Baker Hughes Baker Hughes A Baker Hughes A GE Baker Hughes A GE Co	BHGE.N	2.263364858
M&T Bank Corp	MTB M&T M&T Bank M&T Bank Corp	MTB.N	2.260119405
United Continental Holdings Inc	UAL United United Continental United Continental Holdings United Continental Holdings Inc	UAL.OQ	2.2586387169999997
Archer Daniels Midland Co	ADM Archer Archer Daniels Archer Daniels Midland Archer Daniels Midland Co	ADM.N	2.251279198
Interactive Brokers Group Inc	IBKR Interactive Interactive Brokers Interactive Brokers Group Interactive Brokers Group Inc	IBKR.EI	2.2468430390000003
PPL Corp	PPL PPL PPL Corp	PPL.N	2.236466212
Total System Services Inc	TSS Total Total System Total System Services Total System Services Inc	TSS.N	2.218805627
Harris Corp	HRS Harris Harris Corp	HRS.N	2.218331488
Centene Corp	CNC Centene Centene Corp	CNC.N	2.180995331
Hormel Foods Corp	HRL Hormel Hormel Foods Hormel Foods Corp	HRL.N	2.179160746
Agilent Technologies Inc	A Agilent Agilent Technologies Agilent Technologies Inc	A.N	2.178458801
Ball Corp	BLL Ball Ball Corp	BLL.N	2.157329955
Fox Corp	FOXA Fox Fox Corp	FOXA.OQ	2.147197705
Liberty Media Corp	FWONA Liberty Liberty Media Liberty Media Corp	FWONA.OQ	2.117839585
Stanley Black & Decker Inc	SWK Stanley Stanley Black Stanley Black & Stanley Black & Decker Stanley Black & Decker Inc	SWK.N	2.112769204
American Water Works Company Inc	AWK American American Water American Water Works American Water Works Company American Water Works Company Inc	AWK.N	2.103568166
Parker-Hannifin Corp	PH Parker-Hannifin Parker-Hannifin Corp	PH.N	2.0755650130000003
Boston Properties Inc	BXP Boston Boston Properties Boston Properties Inc	BXP.N	2.058356278
Ulta Beauty Inc	ULTA Ulta Ulta Beauty Ulta Beauty Inc	ULTA.OQ	2.0425128630000002
McCormick & Company Inc	MKC McCormick McCormick & McCormick & Company McCormick & Company Inc	MKC.N	2.036818664
State Street Corp	STT State State Street State Street Corp	STT.N	2.035425736
Ameriprise Financial Inc	AMP Ameriprise Ameriprise Financial Ameriprise Financial Inc	AMP.N	2.025570195
Chipotle Mexican Grill Inc	CMG Chipotle Chipotle Mexican Chipotle Mexican Grill Chipotle Mexican Grill Inc	CMG.N	2.022225719
Match Group Inc	MTCH Match Match Group Match Group Inc	MTCH.OQ	1.996802639
